item,item_en,item_id,2025,2024,2023,2022
Tiền gửi và vay các Tổ chức tín dụng khác,Deposits and Loans from other credit institutions,deposits_and_loans_from_other_credit_institutions,248017489000000.0,110169585000000.0,99810466000000.0,65116779000000.0
Tiền gửi của khách hàng,Deposits from customers,deposits_from_customers,921368132000000.0,714154479000000.0,567532577000000.0,443605638000000.0
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,Derivatives and other financial liabilities,derivatives_and_other_financial_liabilities,698507000000.0,191545000000.0,0.0,0.0
"Vốn tài trợ, uỷ thác đầu tư của Chính phủ và các tổ chức tín dụng khác","Funds received from Gov, international and other institutions",funds_received_from_gov_international_and_other_institutions,3912833000000.0,2793453000000.0,2799863000000.0,2002722000000.0
Phát hành giấy tờ có giá,Convertible bonds/CDs and other valuable papers issued,convertible_bonds_cds_and_other_valuable_papers_issued,187236104000000.0,128964033000000.0,126463110000000.0,96578125000000.0
Các khoản nợ khác,Other liabilities,other_liabilities,65033537000000.0,47312101000000.0,51627727000000.0,41584102000000.0
Vốn của tổ chức tín dụng,Capital,capital,83965544000000.0,56295833000000.0,54938426000000.0,47596709000000.0
Vốn đầu tư XDCB,Fund for basic construction,fund_for_basic_construction,0.0,0.0,0.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
Quỹ của tổ chức tín dụng,Reserves,reserves,19390884000000.0,14996847000000.0,12193931000000.0,9288618000000.0
Bảo lãnh khác,Other guarantee,other_guarantee,190317517000000.0,135649614000000.0,121825142000000.0,118000076000000.0
Cam kết giao dịch hối đoái,Foreign exchange transactions commitments,foreign_exchange_transactions_commitments,1684717000000.0,238395000000.0,154358000000.0,146170000000.0
Cam kết mua ngoại tệ,Foreign exchange buying commitments,foreign_exchange_buying_commitments,9738358000000.0,4416403000000.0,1945064000000.0,1462863000000.0
Cam kết bán ngoại tệ,Foreign exchange selling commitments,foreign_exchange_selling_commitments,8752345000000.0,4492239000000.0,1423038000000.0,1339219000000.0
Cam kết giao dịch hoán đổi,Swap commitments,swap_commitments,600397724000000.0,254224568000000.0,391347692000000.0,199858184000000.0
Cam kết giao dịch tương lai,Future commitments,future_commitments,0.0,0.0,0.0,0.0
Cam kết cho vay không hủy ngang,Irrevocable loan commitments,irrevocable_loan_commitments,0.0,0.0,0.0,0.0
Cam kết trong nghiệp vụ L/C,Letters of credit commitments,letters_of_credit_commitments,59728018000000.0,29138440000000.0,23214316000000.0,28829163000000.0
Cam kết khác,Other commitments,other_commitments,127878633000000.0,72142229000000.0,81444110000000.0,50621181000000.0
Lợi ích của cổ đông thiểu số,Minority interest,minority_interest,5886495000000.0,4910880000000.0,3973110000000.0,3664125000000.0
Tiền gửi tại các TCTD khác,Balances with other credit institutions,balances_with_other_credit_institutions,165819028000000.0,63887837000000.0,39119633000000.0,24835507000000.0
Cho vay các TCTD khác,Loans to other credit institutions,loans_to_other_credit_institutions,17113794000000.0,12903651000000.0,7229607000000.0,8102398000000.0
Dự phòng rủi ro,Allowance for balances with and loans to other credit institutions,allowance_for_balances_with_and_loans_to_other_credit_institutions,-9096000000.0,-5866000000.0,-5427000000.0,-695000000.0
Hoạt động mua nợ,Debt Buying,debt_buying,2443895000000.0,951509000000.0,1789868000000.0,1006733000000.0
Mua nợ,Debt Buying,debt_buying,2465314000000.0,1041362000000.0,1848863000000.0,1019898000000.0
Dự phòng rủi ro hoạt động mua nợ,Provision for losses on debt buying,provision_for_losses_on_debt_buying,-21419000000.0,-89853000000.0,-58995000000.0,-13165000000.0
Các khoản phải thu,Other receivables,other_receivables,28125764000000.0,14360628000000.0,14289084000000.0,20160561000000.0
Các khoản lãi và phí phải thu,Accrued interest and fee receivables,accrued_interest_and_fee_receivables,13549018000000.0,8918622000000.0,8668557000000.0,6786414000000.0
Tài sản thuế TNDN hoãn lại,Deferred tax assets,deferred_tax_assets,34339000000.0,38912000000.0,28710000000.0,10986000000.0
Tài sản Có khác,Other assets,other_assets,7894091000000.0,5873749000000.0,6406669000000.0,6174673000000.0
Trong đó: Lợi thế thương mại,In which: Goodwill,in_which_goodwill,0.0,9523000000.0,19045000000.0,28568000000.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,Provision for other assets,provision_for_other_assets,-71730000000.0,-193424000000.0,-174926000000.0,-231500000000.0
Tiền gửi của các tổ chức tín dụng khác,Deposits and Loans from other credit institutions,deposits_and_loans_from_other_credit_institutions,183635325000000.0,79515610000000.0,68812883000000.0,33059306000000.0
Vay các tổ chức tín dụng khác,Loans from other credit institutions,loans_from_other_credit_institutions,64382164000000.0,30653975000000.0,30997583000000.0,32057473000000.0
"Các khoản lãi, phí phải trả",Accrued interest and fee payables,accrued_interest_and_fee_payables,13245868000000.0,9899902000000.0,13390191000000.0,7688257000000.0
Thuế TNDN hoãn lại phải trả,Deferred tax liabilities,deferred_tax_liabilities,0.0,0.0,0.0,0.0
Các khoản phải trả và công nợ khác,Other liabilities,other_liabilities,51785481000000.0,37411147000000.0,38236542000000.0,33895818000000.0
Dự phòng rủi ro khác,Allowance for other liabilities,allowance_for_other_liabilities,2188000000.0,1052000000.0,994000000.0,27000000.0
Vốn Góp liên doanh,Investments in joint-venture,investments_in_joint_venture,0.0,0.0,0.0,0.0
Đầu tư vào công ty liên kết,Investments in associates,investments_in_associates,0.0,0.0,0.0,0.0
